Order_Date,Region,Sub_Category,Sales,Profit
2015-05-28,West,Art,6.6300,1.7901
2014-03-01,West,Chairs,457.5680,51.4764
2016-11-20,Central,Labels,14.6200,6.8714
2016-11-20,Central,Phones,944.9300,236.2325
2016-05-11,West,Paper,5.9800,2.6910
2015-12-28,East,Accessories,54.3840,1.3596
2016-11-16,West,Envelopes,28.4000,13.3480
2016-11-07,West,Binders,27.6800,9.6880
2014-09-08,Central,Art,9.9360,2.7324
2014-09-08,Central,Machines,8159.9520,-1359.9920
2014-09-08,Central,Storage,275.9280,-58.6347
2014-09-08,Central,Chairs,1740.0600,-24.8580
2014-09-08,Central,Art,32.0640,6.8136
2014-09-08,Central,Appliances,177.9800,-453.8490
2014-09-08,Central,Phones,143.9760,8.9985
2014-08-05,West,Paper,20.9400,9.8418
2014-08-05,West,Paper,110.9600,53.2608
2014-08-05,West,Chairs,340.1440,21.2590
2014-09-14,Central,Appliances,52.4480,-131.1200
2014-09-14,Central,Labels,20.1600,6.5520
2017-04-21,Central,Appliances,97.2640,-243.1600
2015-11-21,East,Chairs,396.8020,-11.3372
2015-11-21,East,Supplies,15.8800,-3.7715
2015-12-15,East,Art,3.2800,1.4104
2014-12-05,Central,Storage,24.8160,1.8612
2014-12-05,Central,Accessories,408.7440,76.6395
2014-11-19,South,Phones,503.9600,131.0296
2014-11-19,South,Phones,149.9500,41.9860
2014-11-19,South,Accessories,29.0000,7.2500
2016-11-28,East,Binders,7.1600,3.4368
2014-08-26,West,Accessories,176.8000,22.9840
2016-07-16,Central,Storage,37.2240,3.7224
2016-07-16,Central,Paper,20.0160,6.2550
2015-10-12,East,Bookcases,899.1360,112.3920
2015-10-12,East,Phones,71.7600,20.0928
2015-10-12,East,Paper,51.8400,24.8832
2015-10-12,East,Bookcases,626.3520,46.9764
2015-10-12,East,Art,19.9000,6.5670
2015-10-31,West,Envelopes,14.2800,6.7116
2014-03-21,East,Art,7.4080,1.2038
2014-03-21,East,Art,6.0480,1.5876
2017-11-06,East,Storage,46.2600,12.0276
2017-07-06,East,Binders,2.9460,-2.2586
2017-07-06,East,Paper,16.0560,5.8203
2017-06-24,East,Paper,21.7440,6.7950
2014-08-03,West,Tables,218.7500,-161.8750
2014-08-03,West,Appliances,2.6000,0.2925
2017-12-17,Central,Appliances,66.2840,-178.9668
2017-06-03,South,Furnishings,35.1680,9.6712
2017-12-09,West,Phones,444.7680,44.4768
2017-12-01,Central,Storage,83.9200,5.8744
2017-12-01,Central,Phones,131.9800,35.6346
2017-12-01,Central,Binders,15.9200,7.4824
2017-12-01,Central,Fasteners,52.2900,16.2099
2017-12-01,Central,Storage,91.9900,3.6796
2015-02-09,Central,Accessories,20.8000,6.5000
2015-01-02,East,Labels,23.6800,8.8800
2015-01-02,East,Bookcases,452.4500,-244.3230
2015-01-02,East,Phones,62.9820,-14.6958
2015-01-02,East,Machines,1188.0000,-950.4000
2015-01-02,East,Accessories,89.5840,4.4792
2016-10-28,West,Storage,93.0600,26.0568
2016-10-28,West,Phones,302.3760,22.6782
2015-12-24,East,Fasteners,5.5840,1.8148
2015-12-24,East,Paper,22.7040,8.2302
2015-12-24,East,Binders,19.7760,-13.8432
2015-12-24,East,Furnishings,72.7040,19.0848
2015-12-24,East,Machines,479.9880,-383.9904
2015-12-24,East,Art,27.1680,2.7168
2015-08-09,Central,Art,2.2000,0.9680
2015-08-09,Central,Tables,622.4500,136.9390
2015-08-09,Central,Storage,21.9800,0.2198
2015-02-28,South,Chairs,161.5680,-28.2744
2015-02-28,South,Chairs,389.6960,43.8408
2014-09-13,South,Binders,18.6480,-12.4320
2017-04-07,South,Tables,233.8600,-102.0480
2017-04-07,South,Tables,620.6145,-248.2458
2017-04-07,South,Binders,5.3280,-3.5520
2017-04-07,South,Furnishings,258.0720,0.0000
2017-04-07,South,Accessories,617.9760,-7.7247
2017-11-12,West,Paper,10.5600,4.7520
2016-06-04,Central,Paper,25.9200,9.3960
2016-06-04,Central,Furnishings,419.6800,-356.7280
2016-06-04,Central,Furnishings,11.6880,-4.6752
2016-06-04,Central,Phones,31.9840,11.1944
2016-06-04,Central,Tables,177.2250,-120.5130
2016-06-04,Central,Furnishings,4.0440,-2.8308
2016-06-04,Central,Art,7.4080,1.2038
2014-06-01,Central,Chairs,2001.8600,580.5394
2014-06-01,Central,Storage,166.7200,41.6800
2014-06-01,Central,Paper,47.8800,23.9400
2014-06-01,Central,Appliances,1503.2500,496.0725
2014-06-01,Central,Paper,25.9200,12.4416
2016-12-10,West,Chairs,321.5680,28.1372
2016-09-11,West,Paper,7.6100,3.5767
2016-09-11,West,Accessories,3347.3700,636.0003
2016-12-10,East,Storage,80.5800,22.5624
2016-12-10,East,Envelopes,361.9200,162.8640
2015-11-28,Central,Furnishings,12.1320,-8.4924
2015-11-28,Central,Storage,82.3680,-19.5624
2015-11-28,Central,Storage,53.9200,4.0440
2015-11-28,Central,Phones,647.9040,56.6916
2017-12-01,East,Accessories,20.3700,6.9258
2017-12-01,East,Storage,221.5500,6.6465
2017-12-01,East,Binders,17.5200,6.1320
2017-06-08,Central,Appliances,1.6240,-4.4660
2014-09-19,Central,Machines,3059.9820,-509.9970
2014-09-19,Central,Machines,2519.9580,-251.9958
2016-06-06,Central,Phones,328.2240,28.7196
2015-11-10,West,Accessories,79.9000,35.1560
2017-06-16,South,Art,14.0160,4.7304
2016-01-22,East,Fasteners,7.5600,0.3024
2017-12-09,East,Storage,37.2080,-7.4416
2017-12-09,East,Envelopes,57.5760,21.5910
2017-12-28,West,Storage,725.8400,210.4936
2015-07-30,West,Accessories,209.9300,92.3692
2015-07-30,West,Furnishings,5.2800,2.3232
2015-07-30,West,Binders,10.9200,4.0950
2017-09-16,West,Paper,8.8200,4.0572
2017-09-16,West,Art,5.9800,1.5548
2017-10-13,East,Paper,11.6480,4.0768
2017-10-13,East,Paper,18.1760,5.9072
2017-10-13,East,Storage,59.7120,5.9712
2017-10-13,East,Labels,24.8400,8.6940
2015-09-26,Central,Binders,2.0800,-3.4320
2015-09-26,Central,Phones,1114.4000,376.1100
2015-11-02,West,Tables,1038.8400,51.9420
2015-09-26,West,Paper,141.7600,47.8440
2015-09-26,West,Accessories,239.8000,47.9600
2015-09-26,West,Paper,31.1040,10.8864
2016-12-18,South,Binders,254.0580,-169.3720
2016-12-18,South,Appliances,194.5280,24.3160
2016-12-18,South,Supplies,961.4800,-204.3145
2016-11-20,East,Fasteners,19.0960,6.6836
2016-11-20,East,Labels,18.4960,6.2424
2016-11-20,East,Accessories,255.9840,54.3966
2016-11-20,East,Bookcases,86.9700,-48.7032
2014-12-26,West,Furnishings,300.4160,78.8592
2014-12-26,West,Chairs,230.3520,20.1558
2014-12-26,West,Furnishings,218.3520,-24.5646
2014-12-26,West,Binders,78.6000,-62.8800
2014-12-26,West,Fasteners,27.5520,9.2988
2016-10-28,East,Paper,32.4000,15.5520
2016-10-28,East,Storage,1082.4800,10.8248
2016-10-28,East,Paper,56.9100,27.3168
2016-10-28,East,Furnishings,77.6000,38.0240
2016-10-28,East,Binders,14.2800,6.5688
2017-11-19,Central,Tables,219.0750,-131.4450
2015-05-04,East,Furnishings,26.8000,12.8640
2014-12-30,Central,Art,9.8400,2.8536
2014-06-01,East,Binders,45.4800,20.9208
2014-06-01,East,Art,289.2000,83.8680
2017-04-15,South,Art,4.8900,2.0049
2016-09-12,West,Furnishings,15.1360,3.5948
2016-09-12,West,Chairs,466.7680,52.5114
2016-09-12,West,Furnishings,15.2320,1.7136
2016-09-12,West,Labels,6.2640,2.0358
2014-09-27,East,Furnishings,87.5400,37.6422
2014-08-09,South,Phones,178.3840,22.2980
2014-08-09,South,Paper,15.5520,5.4432
2014-12-28,East,Art,99.1360,8.6744
2014-11-04,East,Chairs,135.8820,24.1568
2014-11-04,East,Machines,3991.9800,1995.9900
2014-11-04,East,Phones,275.9400,80.0226
2014-11-04,East,Accessories,360.0000,129.6000
2014-11-04,East,Storage,43.5700,13.0710
2014-09-19,West,Fasteners,7.1600,3.5800
2016-04-23,West,Binders,251.5200,81.7440
2016-04-23,West,Accessories,99.9900,34.9965
2017-11-03,South,Furnishings,15.9920,0.9995
2016-08-30,East,Phones,290.8980,-67.8762
2016-08-30,East,Storage,54.2240,3.3890
2016-08-30,East,Chairs,786.7440,-258.5016
2016-08-30,East,Labels,100.2400,33.8310
2016-08-30,East,Binders,37.7640,-27.6936
2016-04-25,East,Phones,82.8000,-20.7000
2016-04-25,East,Binders,20.7240,-13.8160
2016-04-25,East,Binders,4.8960,-3.4272
2015-09-01,West,Binders,4.7520,1.6038
2015-09-01,West,Copiers,959.9840,335.9944
2015-09-01,West,Binders,14.3680,4.4900
2014-07-12,West,Binders,7.7120,2.7956
2014-07-12,West,Tables,698.3520,-17.4588
2015-06-22,West,Fasteners,4.9600,2.3312
2014-04-13,East,Art,17.8560,1.1160
2014-04-13,East,Binders,509.9700,-407.9760
2014-04-13,East,Fasteners,30.9920,10.0724
2014-04-13,East,Phones,71.9280,8.3916
2015-12-20,Central,Storage,88.8000,-2.2200
2017-06-15,West,Phones,47.9760,4.7976
2017-07-08,East,Art,7.5600,3.0996
2017-07-08,East,Paper,24.5600,11.5432
2017-07-08,East,Art,12.9600,4.1472
2016-09-01,East,Accessories,6.7900,2.3086
2016-09-01,East,Paper,24.5600,11.5432
2016-09-01,East,Binders,3.0480,1.0668
2016-09-01,East,Paper,49.1200,23.0864
2016-09-01,East,Binders,4355.1680,1415.4296
2016-04-08,East,Bookcases,388.7040,-4.8588
2016-04-08,East,Envelopes,8.2600,3.7996
2016-04-08,East,Art,17.0400,6.9864
2016-04-08,East,Paper,34.4000,15.8240
2016-04-23,South,Paper,36.2400,11.3250
2017-03-08,South,Appliances,647.8400,168.4384
2017-03-08,South,Labels,20.7000,9.9360
2017-09-25,East,Labels,20.7000,9.9360
2017-09-25,East,Chairs,488.6460,86.8704
2017-09-25,East,Art,5.5600,1.4456
2017-09-25,East,Furnishings,47.1200,20.7328
2014-09-24,West,Storage,211.9600,8.4784
2016-10-21,East,Binders,23.2000,10.4400
2016-10-21,East,Supplies,7.3600,0.1472
2016-10-21,East,Storage,104.7900,29.3412
2016-10-21,East,Bookcases,1043.9200,271.4192
2017-05-29,Central,Paper,25.9200,9.3960
2017-05-29,Central,Storage,53.4240,4.6746
2014-07-23,West,Binders,8.1600,-5.7120
2014-07-23,West,Accessories,1023.9360,179.1888
2014-07-23,West,Art,9.2400,0.9240
2014-07-23,West,Accessories,479.0400,-29.9400
2016-09-28,Central,Paper,99.1360,30.9800
2017-08-27,East,Tables,1488.4240,-297.6848
2015-04-28,Central,Appliances,8.6520,-20.3322
2015-04-28,Central,Storage,23.8320,2.6811
2015-04-28,Central,Binders,12.1760,-18.8728
2016-10-28,West,Paper,50.9600,25.4800
2016-10-28,West,Binders,49.5360,17.3376
2015-06-26,Central,Accessories,41.9000,8.7990
2015-11-27,South,Tables,375.4575,-157.0095
2015-11-27,South,Accessories,83.9760,-1.0497
2015-12-03,East,Machines,482.3400,-337.6380
2015-12-03,East,Furnishings,2.9600,0.7770
2014-11-24,East,Art,2.6240,0.4264
2017-12-11,East,Binders,23.3600,7.8840
2017-12-11,East,Accessories,39.9800,13.5932
2014-09-21,West,Phones,246.3840,27.7182
2014-09-21,West,Copiers,1799.9700,701.9883
2014-06-07,Central,Binders,12.4620,-20.5623
2017-06-30,West,Binders,75.7920,25.5798
2017-10-17,East,Storage,49.9600,9.4924
2017-10-17,East,Paper,12.9600,6.2208
2015-10-31,Central,Supplies,70.1200,21.0360
2016-09-08,Central,Storage,35.9520,3.5952
2016-09-08,Central,Bookcases,2396.2656,-317.1528
2016-09-08,Central,Storage,131.1360,-32.7840
2016-09-08,Central,Accessories,57.5840,0.7198
2014-12-24,South,Paper,9.5680,3.4684
2014-04-16,South,Art,39.0720,9.7680
2017-12-24,East,Appliances,35.9100,9.6957
2017-12-08,West,Accessories,179.9500,37.7895
2017-12-08,West,Copiers,1199.9760,434.9913
2017-12-08,West,Paper,27.1500,13.3035
2017-12-08,West,Tables,1004.0240,-112.9527
2017-12-08,West,Paper,9.6800,4.6464
2017-12-08,West,Labels,28.3500,13.6080
2017-12-08,West,Paper,55.9800,27.4302
2017-12-08,West,Bookcases,1336.8290,31.4548
2017-12-08,West,Chairs,113.5680,-18.4548
2017-11-03,West,Paper,139.8600,65.7342
2017-11-03,West,Chairs,307.1360,26.8744
2017-06-24,West,Art,95.9200,25.8984
2016-04-14,West,Chairs,383.8000,38.3800
2017-11-06,South,Paper,5.7800,2.8322
2017-03-04,West,Art,9.3200,2.7028
2017-03-04,West,Envelopes,15.2500,7.0150
2014-06-22,West,Accessories,196.7520,56.5662
2017-10-19,East,Furnishings,56.5600,14.7056
2017-10-19,East,Storage,32.7000,8.5020
2017-08-21,South,Chairs,866.4000,225.2640
2017-11-23,Central,Furnishings,28.4000,11.0760
2017-11-23,Central,Binders,287.9200,138.2016
2014-09-12,East,Machines,69.9900,30.0957
2017-10-01,Central,Art,6.6720,0.5004
2016-04-15,South,Binders,189.5880,-145.3508
2016-04-15,South,Accessories,408.7440,76.6395
2016-04-15,South,Accessories,291.9600,54.7425
2016-04-15,South,Storage,4.7680,-0.7748
2016-06-06,East,Storage,714.3000,207.1470
2014-12-19,South,Binders,4.8120,-3.6892
2014-12-19,South,Accessories,247.8000,-18.5850
2016-06-12,Central,Machines,1007.9790,43.1991
2016-06-12,Central,Paper,313.4880,113.6394
2017-09-15,Central,Paper,31.8720,11.5536
2017-01-20,East,Chairs,207.8460,2.3094
2016-09-05,Central,Furnishings,12.2200,3.6660
2016-09-05,Central,Storage,194.9400,23.3928
2016-09-05,Central,Storage,70.9500,20.5755
2016-09-05,Central,Paper,91.3600,42.0256
2016-09-05,Central,Chairs,242.9400,29.1528
2016-09-05,Central,Labels,22.0500,10.5840
2017-03-20,Central,Furnishings,2.9100,1.3677
2016-04-01,East,Art,59.5200,15.4752
2016-04-01,East,Storage,161.9400,9.7164
2016-04-01,East,Art,263.8800,71.2476
2016-04-01,East,Art,30.4800,7.9248
2016-04-01,East,Art,9.8400,2.8536
2016-04-01,East,Phones,35.1200,9.1312
2017-10-20,East,Tables,284.3640,-75.8304
2017-10-20,East,Storage,665.4080,66.5408
2016-12-13,Central,Accessories,63.8800,24.9132
2014-02-12,West,Chairs,129.5680,-24.2940
2016-09-26,Central,Chairs,747.5580,-96.1146
2016-09-26,Central,Envelopes,8.9280,3.3480
2015-12-15,West,Appliances,103.9200,36.3720
2015-12-15,West,Accessories,899.9100,377.9622
2015-12-15,West,Binders,51.3120,18.6006
2016-04-22,West,Furnishings,23.5600,7.0680
2016-04-22,West,Tables,1272.6300,-814.4832
2016-04-22,West,Binders,28.4850,-20.8890
2016-04-22,West,Supplies,185.3760,-34.7580
2016-04-22,West,Appliances,78.2720,5.8704
2015-01-17,Central,Furnishings,254.7440,-312.0614
2017-03-31,Central,Bookcases,205.3328,-36.2352
2016-12-16,Central,Binders,4.7880,-7.9002
2015-12-20,East,Paper,55.4800,26.6304
2014-11-09,West,Storage,340.9200,3.4092
2014-11-09,West,Bookcases,222.6660,10.4784
2014-11-09,West,Phones,703.9680,87.9960
2014-11-09,West,Storage,92.5200,24.9804
2014-11-09,West,Paper,62.6500,28.8190
2014-11-09,West,Paper,94.8500,45.5280
2016-07-12,West,Phones,95.7600,7.1820
2016-10-27,East,Furnishings,40.2000,19.2960
2016-06-26,East,Art,14.7000,6.6150
2016-06-26,East,Storage,704.2500,84.5100
2014-10-06,West,Accessories,9.0900,1.9089
2014-07-22,East,Art,5.9600,1.6688
2014-07-22,East,Accessories,159.9800,57.5928
2017-06-10,West,Labels,29.6000,14.8000
2017-06-10,West,Bookcases,514.1650,-30.2450
2017-06-10,West,Phones,279.9600,17.4975
2014-10-29,Central,Phones,2735.9520,341.9940
2014-06-09,Central,Phones,7.9920,0.5994
2014-06-09,Central,Accessories,63.9840,10.3974
2014-06-09,Central,Art,70.3680,6.1572
2014-09-14,East,Storage,449.1500,8.9830
2014-09-14,East,Envelopes,11.0700,5.0922
2016-05-09,West,Accessories,93.9800,13.1572
2016-03-18,South,Tables,189.8820,-94.9410
2015-12-27,South,Envelopes,105.4200,51.6558
2016-07-25,West,Binders,119.6160,40.3704
2016-07-25,West,Furnishings,255.7600,81.8432
2016-07-25,West,Chairs,241.5680,18.1176
2016-07-25,West,Furnishings,69.3000,22.8690
2016-05-30,West,Binders,22.6200,-15.0800
2016-05-30,West,Binders,14.9520,-11.9616
2016-05-30,West,Chairs,801.5680,50.0980
2016-05-30,West,Binders,2.3760,-1.9008
2016-05-30,West,Paper,32.7920,11.8871
2017-11-12,East,Binders,15.9200,5.3730
2015-03-16,South,Art,2.7400,0.7398
2015-03-16,South,Art,8.3400,2.1684
2015-03-16,South,Storage,46.7400,11.6850
2015-03-16,South,Binders,6354.9500,3177.4750
2017-11-26,Central,Furnishings,126.3000,40.4160
2017-11-26,Central,Accessories,38.0400,12.1728
2016-10-20,East,Art,7.1520,0.7152
2017-12-21,West,Art,6.6300,1.7901
2017-12-21,West,Art,5.8800,1.7052
2017-01-22,West,Copiers,2999.9500,1379.9770
2017-01-22,West,Storage,51.4500,13.8915
2017-01-22,West,Paper,11.9600,5.3820
2017-01-22,West,Storage,1126.0200,56.3010
2015-03-22,Central,Accessories,18.3920,5.2877
2015-03-22,Central,Storage,129.5680,-25.9136
2015-03-22,Central,Binders,14.1120,-21.1680
2017-01-23,Central,Tables,210.9800,21.0980
2016-05-21,West,Phones,55.1760,-12.4146
2016-05-21,West,Accessories,66.2600,27.1666
2015-12-26,East,Fasteners,22.2000,10.4340
2017-10-21,South,Chairs,683.9520,42.7470
2017-10-21,South,Furnishings,45.6960,5.1408
2015-09-03,East,Storage,36.3360,-7.2672
2015-09-03,East,Supplies,666.2480,-149.9058
2015-09-03,East,Envelopes,52.5120,19.6920
2015-11-07,West,Chairs,190.7200,11.9200
2017-09-07,West,Furnishings,47.9400,2.3970
2016-05-29,South,Phones,979.9500,274.3860
2016-05-29,South,Binders,22.7500,11.3750
2016-07-10,West,Storage,16.7680,1.4672
2017-09-03,Central,Binders,42.6160,-68.1856
2015-12-03,East,Binders,10.7520,3.3600
2015-12-07,South,Appliances,152.9400,41.2938
2015-12-07,South,Chairs,283.9200,70.9800
2014-02-01,Central,Accessories,468.9000,206.3160
2016-07-14,West,Phones,380.8640,38.0864
2015-12-18,East,Storage,646.7760,-145.5246
2014-05-11,Central,Accessories,58.1120,7.2640
2014-05-11,Central,Phones,100.7920,6.2995
2014-05-11,Central,Furnishings,66.1120,-84.2928
2017-11-19,East,Binders,41.2800,13.9320
2017-11-19,East,Paper,13.3600,6.4128
2015-11-15,Central,Storage,250.2720,15.6420
2015-11-15,Central,Binders,11.3640,-17.0460
2015-11-15,Central,Supplies,8.7200,-1.7440
2016-04-15,West,Chairs,1121.5680,0.0000
2017-09-11,South,Furnishings,34.5040,6.0382
2017-11-24,Central,Fasteners,10.8240,2.5707
2017-06-29,West,Storage,1295.7800,310.9872
2014-03-03,South,Art,19.4560,3.4048
2016-06-10,West,Labels,20.7000,9.9360
2016-06-10,West,Tables,1335.6800,-217.0480
2016-06-10,West,Paper,32.4000,15.5520
2017-11-20,West,Furnishings,42.6000,16.6140
2017-11-20,West,Binders,84.0560,27.3182
2014-09-14,South,Appliances,13.0000,1.3000
2014-09-14,South,Furnishings,13.1280,3.7743
2015-12-07,West,Fasteners,3.9600,0.0000
2015-12-07,West,Labels,2.6100,1.2006
2017-12-07,West,Phones,374.3760,46.7970
2017-10-01,West,Paper,91.8400,45.0016
2017-10-01,West,Binders,81.0880,27.3672
2017-10-01,West,Paper,19.4400,9.3312
2017-10-01,West,Chairs,451.1520,0.0000
2017-12-28,East,Labels,72.4500,34.7760
2017-12-28,East,Fasteners,13.9600,6.4216
2017-12-28,East,Binders,33.2640,11.2266
2017-12-28,East,Phones,14.8500,4.0095
2016-11-03,West,Art,8.8200,2.3814
2015-09-18,West,Paper,160.7200,78.7528
2015-09-18,West,Paper,19.9200,9.7608
2015-09-18,West,Supplies,7.3000,2.1900
2017-07-20,Central,Storage,69.7120,8.7140
2017-07-20,Central,Furnishings,8.7920,-5.7148
2015-09-10,West,Supplies,51.5200,1.5456
